,taxonID,family,genus,species,scientificName,synonym,commonName,pathway,refType,reference
67019,ROAL7,Poaceae,Rottboellia,altissima,Rottboellia altissima Poiret,Hemarthria altissima, ,unknown,,
67021,ROCY,Poaceae,Rottboellia,cylindrica,Rottboellia cylindrica Willd.,Hainardia cylindrica, ,unknown,,
67024,ROSA4,Poaceae,Rottboellia,sanguinea,Rottboellia sanguinea Retz.,Schizachyrium sanguineum var. sanguineum, ,unknown,,
68065,RYPI,Poaceae,Rytidosperma,pilosum,Rytidosperma pilosum (R. Br.) Connor & Edgar,,hairy wallaby grass,unknown,,
68066,RYSE,Poaceae,Rytidosperma,semiannulare,Rytidosperma semiannulare (Labill.) Connor & Edgar,,Tasmanian wallaby grass,unknown,,
68068,RYGR,Poaceae,Rytilix,granularis,Rytilix granularis (L.) Skeels,Hackelochloa granularis, ,unknown,,
68165,SAAL9,Poaceae,Saccharum,alopecuroidum,Saccharum alopecuroidum (L.) Nutt.,,silver plumegrass,unknown,,
68166,SABA10,Poaceae,Saccharum,baldwinii,Saccharum baldwinii Spreng.,,narrow plumegrass,unknown,,
68167,SABE8,Poaceae,Saccharum,bengalense,Saccharum bengalense Retz.,,Munj sweetcane,unknown,,
68168,SABR18,Poaceae,Saccharum,brevibarbe,Saccharum brevibarbe (Michx.) Pers.,,shortbeard plumegrass,unknown,,
68169,SABRB5,Poaceae,Saccharum,brevibarbe,Saccharum brevibarbe (Michx.) Pers. var. brevibarbe,,shortbeard plumegrass,unknown,,
68170,SABRC3,Poaceae,Saccharum,brevibarbe,Saccharum brevibarbe (Michx.) Pers. var. contortum (Ell.) R. Webster,,sortbeard plumegrass,unknown,,
68171,SACI3,Poaceae,Saccharum,ciliare,Saccharum ciliare Anderss.,Saccharum bengalense, ,unknown,,
68172,SACO31,Poaceae,Saccharum,coarctatum,Saccharum coarctatum (Fern.) R. Webster,,compressed plumegrass,unknown,,
68173,SACO26,Poaceae,Saccharum,contortum,Saccharum contortum (Ell.) Nutt.,Saccharum brevibarbe var. contortum, ,unknown,,
68174,SACO18,Poaceae,Saccharum,contractum,Saccharum contractum Kunth,Imperata contracta, ,unknown,,
68175,SAGI,Poaceae,Saccharum,giganteum,Saccharum giganteum (Walt.) Pers.,,sugarcane plumegrass,unknown,,
68178,SAPA26,Poaceae,Saccharum,pappiferum,Saccharum pappiferum Lam.,Pappophorum pappiferum, ,unknown,,
68180,SARE13,Poaceae,Saccharum,repens,Saccharum repens Willd.,Melinis repens, ,unknown,,
68182,SASA14,Poaceae,Saccharum,sagittatum,Saccharum sagittatum Aubl.,Gynerium sagittatum, ,unknown,,
68184,SAST7,Poaceae,Saccharum,strictum,Saccharum strictum (Ell.) Ell. ex Nutt.,Saccharum baldwinii, ,unknown,,
69611,SAJA4,Poaceae,Sasa,japonica,Sasa japonica (Sieb. & Zucc. ex Steud.) Makino,Pseudosasa japonica, ,unknown,,
69613,SAPA31,Poaceae,Sasa,palmata,Sasa palmata (Milford) E.G. Camas,,broadleaf bamboo,unknown,,
69673,SAAL14,Poaceae,Savastana,alpina,Savastana alpina (Sw. ex Willd.) Scribn.,Hierochloe alpina ssp. alpina, ,unknown,,
69674,SANA2,Poaceae,Savastana,nashii,Savastana nashii Bickn.,Hierochloe odorata, ,unknown,,
69675,SAOD3,Poaceae,Savastana,odorata,Savastana odorata (L.) Scribn.,Hierochloe odorata, ,unknown,,
69676,SAPA17,Poaceae,Savastana,pauciflora,Savastana pauciflora (R. Br.) Scribn. & Merr.,Hierochloe pauciflora, ,unknown,,
70181,SCAR,Poaceae,Schismus,arabicus,Schismus arabicus Nees,,Arabian schismus,unknown,,
70230,SCPUP4,Poaceae,Schizachne,purpurascens,Schizachne purpurascens (Torr.) Swallen var. pubescens Dore,Schizachne purpurascens, ,unknown,,
70231,SCST7,Poaceae,Schizachne,stricta,Schizachne stricta (Michx.) Hultén,Schizachne purpurascens, ,unknown,,
70232,SCBR4,Poaceae,Schizachyrium,brevifolium,Schizachyrium brevifolium (Sw.) Nees ex Büse,,serillo dulce,unknown,,
70235,SCDO2,Poaceae,Schizachyrium,domingense,Schizachyrium domingense (Spreng. ex J.A. Schultes) Nash,Schizachyrium sanguineum var. hirtiflorum, ,unknown,,
70236,SCFE5,Poaceae,Schizachyrium,feense,Schizachyrium feense (Fourn.) A. Camus,Schizachyrium sanguineum var. hirtiflorum, ,unknown,,
70237,SCGR2,Poaceae,Schizachyrium,gracile,Schizachyrium gracile (Spreng.) Nash,Andropogon gracilis, ,unknown,,
70239,SCLI11,Poaceae,Schizachyrium,littorale,Schizachyrium littorale (Nash) Bickn.,,shore little bluestem,unknown,,
70240,SCMA3,Poaceae,Schizachyrium,maritimum,Schizachyrium maritimum (Chapman) Nash,,gulf bluestem,unknown,,
70242,SCNI2,Poaceae,Schizachyrium,niveum,Schizachyrium niveum (Swallen) Gould,,pinescrub bluestem,unknown,,
70243,SCPR3,Poaceae,Schizachyrium,praematurum,Schizachyrium praematurum (Fern.) C.F. Reed,Schizachyrium scoparium var. scoparium, ,unknown,,
70244,SCRH,Poaceae,Schizachyrium,rhizomatum,Schizachyrium rhizomatum (Swallen) Gould,,Florida little bluestem,unknown,,
70246,SCSAB,Poaceae,Schizachyrium,sanguineum,Schizachyrium sanguineum (Retz.) Alston var. brevipedicellatum (Beal) Hatch,Schizachyrium sanguineum var. hirtiflorum, ,unknown,,
70247,SCSAH,Poaceae,Schizachyrium,sanguineum,Schizachyrium sanguineum (Retz.) Alston var. hirtiflorum (Nees) Hatch,,crimson bluestem,unknown,,
70248,SCSAO,Poaceae,Schizachyrium,sanguineum,Schizachyrium sanguineum (Retz.) Alston var. oligostachyum (Chapman) Hatch,Schizachyrium sanguineum var. hirtiflorum, ,unknown,,
70249,SCSAS,Poaceae,Schizachyrium,sanguineum,Schizachyrium sanguineum (Retz.) Alston var. sanguineum,,crimson bluestem,unknown,,
70251,SCSCD2,Poaceae,Schizachyrium,scoparium,Schizachyrium scoparium (Michx.) Nash ssp. divergens (Hack.) Gandhi & Smeins,Schizachyrium scoparium var. divergens, ,unknown,,
70252,SCSCL2,Poaceae,Schizachyrium,scoparium,Schizachyrium scoparium (Michx.) Nash ssp. littorale (Nash) Gandhi & Smeins,Schizachyrium littorale, ,unknown,,
70253,SCSCN2,Poaceae,Schizachyrium,scoparium,Schizachyrium scoparium (Michx.) Nash ssp. neomexicanum (Nash) Gandhi & Smeins,Schizachyrium scoparium var. scoparium, ,unknown,,
70254,SCSCD,Poaceae,Schizachyrium,scoparium,Schizachyrium scoparium (Michx.) Nash var. divergens (Hack.) Gould,,little bluestem,unknown,,
70255,SCSCF,Poaceae,Schizachyrium,scoparium,Schizachyrium scoparium (Michx.) Nash var. frequens (F.T. Hubbard) Gould,Schizachyrium scoparium var. scoparium, ,unknown,,
70256,SCSCL,Poaceae,Schizachyrium,scoparium,Schizachyrium scoparium (Michx.) Nash var. littorale (Nash) Gould,Schizachyrium littorale, ,unknown,,
70257,SCSCN,Poaceae,Schizachyrium,scoparium,Schizachyrium scoparium (Michx.) Nash var. neomexicanum (Nash) Gould,Schizachyrium scoparium var. scoparium, ,unknown,,
70258,SCSCP,Poaceae,Schizachyrium,scoparium,Schizachyrium scoparium (Michx.) Nash var. polycladum (Scribn. & Ball) C.F. Reed,Schizachyrium scoparium var. scoparium, ,unknown,,
70259,SCSCS,Poaceae,Schizachyrium,scoparium,Schizachyrium scoparium (Michx.) Nash var. scoparium,,little bluestem,unknown,,
70260,SCSCS3,Poaceae,Schizachyrium,scoparium,Schizachyrium scoparium (Michx.) Nash var. stoloniferum (Nash) J. Wipff,,creeping bluestem,unknown,,
70261,SCSCV,Poaceae,Schizachyrium,scoparium,Schizachyrium scoparium (Michx.) Nash var. virile (Shinners) Gould,Schizachyrium scoparium var. divergens, ,unknown,,
70263,SCSE3,Poaceae,Schizachyrium,sericatum,Schizachyrium sericatum (Swallen) Gould,Andropogon gracilis, ,unknown,,
70264,SCSP4,Poaceae,Schizachyrium,spadiceum,Schizachyrium spadiceum (Swallen) J. Wipff,,honey bluestem,unknown,,
70265,SCST2,Poaceae,Schizachyrium,stoloniferum,Schizachyrium stoloniferum Nash,Schizachyrium scoparium var. stoloniferum, ,unknown,,
70266,SCSTW,Poaceae,Schizachyrium,stoloniferum,Schizachyrium stoloniferum Nash var. wolfei DeSelm,Schizachyrium scoparium var. stoloniferum, ,unknown,,
70267,SCTE5,Poaceae,Schizachyrium,tenerum,Schizachyrium tenerum Nees,,slender little bluestem,unknown,,
70285,SCGL,Poaceae,Schizostachyum,glaucifolium,Schizostachyum glaucifolium (Rupr.) Munro,,Polynesian 'ohe,unknown,,
70336,SCCA25,Cyperaceae,Schoenoplectus,xcarinatus,Schoenoplectus xcarinatus (Sm.) Palla,,oblong bulrush,unknown,,
70337,SCCO20,Cyperaceae,Schoenoplectus,xcontortus,Schoenoplectus xcontortus (Eames) S.G. Sm.,,contorted bulrush,unknown,,
70338,SCOB7,Cyperaceae,Schoenoplectus,xoblongatus,Schoenoplectus xoblongatus (T. Koyama) Soják,,,unknown,,
70339,SCSC12,Cyperaceae,Schoenoplectus,xscheuchzeri,"Schoenoplectus xscheuchzeri (Bruegger) Palla ex Janchen, nomen invalid.",Schoenoplectus carinatus, ,unknown,,
70340,SCST10,Cyperaceae,Schoenoplectus,xsteinmetzii,Schoenoplectus xsteinmetzii (Fern.) S.G. Sm.,,,unknown,,
70341,SCAC3,Cyperaceae,Schoenoplectus,acutus,Schoenoplectus acutus (Muhl. ex Bigelow) A.& D. Löve,,hardstem bulrush,unknown,,
70342,SCACA,Cyperaceae,Schoenoplectus,acutus,Schoenoplectus acutus (Muhl. ex Bigelow) A.& D. Löve var. acutus,,hardstem bulrush,unknown,,
70343,SCACO2,Cyperaceae,Schoenoplectus,acutus,Schoenoplectus acutus (Muhl. ex Bigelow) A.& D. Löve var. occidentalis (S. Wats.) S.G. Sm.,,tule,unknown,,
70344,SCAM6,Cyperaceae,Schoenoplectus,americanus,Schoenoplectus americanus (Pers.) Volk. ex Schinz & R. Keller,,chairmaker's bulrush,unknown,,
70345,SCCA11,Cyperaceae,Schoenoplectus,californicus,Schoenoplectus californicus (C.A. Mey.) Palla,,California bulrush,unknown,,
70346,SCDE6,Cyperaceae,Schoenoplectus,deltarum,Schoenoplectus deltarum (Schuyler) Soják,,delta bulrush,unknown,,
70347,SCER5,Cyperaceae,Schoenoplectus,erectus,Schoenoplectus erectus (Poir.) Palla ex Raynal,,sharpscale bulrush,unknown,,
70348,SCERR,Cyperaceae,Schoenoplectus,erectus,Schoenoplectus erectus (Poir.) Palla ex Raynal ssp. raynalii (Schuyler) Lye,,sharpscale bulrush,unknown,,
70349,SCET2,Cyperaceae,Schoenoplectus,etuberculatus,Schoenoplectus etuberculatus (Steud.) Soják,,Canby's bulrush,unknown,,
70350,SCFL11,Cyperaceae,Schoenoplectus,fluviatilis,Schoenoplectus fluviatilis (Torr.) M.T. Strong,,river bulrush,unknown,,
70351,SCGL11,Cyperaceae,Schoenoplectus,glaucus,"Schoenoplectus glaucus (Lam.) Kartesz, comb. nov. ined.",,tuberous bulrush,unknown,,
70352,SCHA9,Cyperaceae,Schoenoplectus,hallii,Schoenoplectus hallii (Gray) S.G. Sm.,,Hall's bulrush,unknown,,
70353,SCHE5,Cyperaceae,Schoenoplectus,heterochaetus,Schoenoplectus heterochaetus (Chase) Soják,,slender bulrush,unknown,,
70354,SCJU2,Cyperaceae,Schoenoplectus,juncoides,Schoenoplectus juncoides (Roxb.) Palla,,rock bulrush,unknown,,
70355,SCJUP,Cyperaceae,Schoenoplectus,juncoides,Schoenoplectus juncoides (Roxb.) Palla ssp. purshianus (Fern.) Soják,Schoenoplectus purshianus, ,unknown,,
70357,SCLAA,Cyperaceae,Schoenoplectus,lacustris,Schoenoplectus lacustris (L.) Palla ssp. acutus (Muhl. ex Bigelow) A.& D. Löve,Schoenoplectus acutus var. acutus, ,unknown,,
70358,SCLAC,Cyperaceae,Schoenoplectus,lacustris,Schoenoplectus lacustris (L.) Palla ssp. creber (Fern.) A.& D. Löve,Schoenoplectus tabernaemontani, ,unknown,,
70359,SCLAT4,Cyperaceae,Schoenoplectus,lacustris,Schoenoplectus lacustris (L.) Palla ssp. tabernaemontani (K. C. Gmel.) A.& D. Löve,Schoenoplectus tabernaemontani, ,unknown,,
70360,SCLAV,Cyperaceae,Schoenoplectus,lacustris,Schoenoplectus lacustris (L.) Palla ssp. validus (Vahl) T. Koyama,Schoenoplectus tabernaemontani, ,unknown,,
70361,SCMA8,Cyperaceae,Schoenoplectus,maritimus,Schoenoplectus maritimus (L.) Lye,,cosmopolitan bulrush,unknown,,
70362,SCMU10,Cyperaceae,Schoenoplectus,mucronatus,Schoenoplectus mucronatus (L.) Palla,,bog bulrush,unknown,,
70363,SCNO5,Cyperaceae,Schoenoplectus,novae-angliae,Schoenoplectus novae-angliae (Britt.) M.T. Strong,,New England bulrush,unknown,,
70364,SCPU10,Cyperaceae,Schoenoplectus,pungens,Schoenoplectus pungens (Vahl) Palla,,common threesquare,unknown,,
70365,SCPUB,Cyperaceae,Schoenoplectus,pungens,Schoenoplectus pungens (Vahl) Palla var. badius (J.& K. Presl) S.G. Sm.,,common threesquare,unknown,,
70366,SCPUL4,Cyperaceae,Schoenoplectus,pungens,Schoenoplectus pungens (Vahl) Palla var. longispicatus (Britt.) S.G. Sm.,,common threesquare,unknown,,
70367,SCPUP5,Cyperaceae,Schoenoplectus,pungens,Schoenoplectus pungens (Vahl) Palla var. pungens,,common threesquare,unknown,,
70368,SCPU13,Cyperaceae,Schoenoplectus,purshianus,Schoenoplectus purshianus (Fern.) M.T. Strong,,weakstalk bulrush,unknown,,
70369,SCRO5,Cyperaceae,Schoenoplectus,robustus,Schoenoplectus robustus (Pursh) M.T. Strong,,sturdy bulrush,unknown,,
70370,SCRU9,Cyperaceae,Schoenoplectus,rubiginosus,Schoenoplectus rubiginosus (Beetle) Soják p.p.,Schoenoplectus acutus var. occidentalis, ,unknown,,
70371,SCSA8,Cyperaceae,Schoenoplectus,saximontanus,Schoenoplectus saximontanus (Fern.) Raynal,,Rocky Mountain bulrush,unknown,,
70372,SCSE,Cyperaceae,Schoenoplectus,setaceus,Schoenoplectus setaceus (L.) Palla,Isolepis setacea, ,unknown,,
70373,SCSM2,Cyperaceae,Schoenoplectus,smithii,Schoenoplectus smithii (Gray) Soják,,Smith's bulrush,unknown,,
70374,SCSU10,Cyperaceae,Schoenoplectus,subterminalis,Schoenoplectus subterminalis (Torr.) Soják,,swaying bulrush,unknown,,
70375,SCTA2,Cyperaceae,Schoenoplectus,tabernaemontani,Schoenoplectus tabernaemontani (K.C. Gmel.) Palla,,softstem bulrush,unknown,,
70376,SCTO3,Cyperaceae,Schoenoplectus,torreyi,Schoenoplectus torreyi (Olney) Palla,,Torrey's bulrush,unknown,,
70377,SCTR5,Cyperaceae,Schoenoplectus,triqueter,Schoenoplectus triqueter (L.) Palla,,streambank bulrush,unknown,,
70378,SCVA3,Cyperaceae,Schoenoplectus,validus,Schoenoplectus validus (Vahl) A.& D. Löve,Schoenoplectus tabernaemontani, ,unknown,,
70379,SCVAC2,Cyperaceae,Schoenoplectus,validus,Schoenoplectus validus (Vahl) A.& D. Löve ssp. creber (Fern.) A.& D. Löve,Schoenoplectus tabernaemontani, ,unknown,,
70380,SCVAL,Cyperaceae,Schoenoplectus,validus,Schoenoplectus validus (Vahl) A.& D. Löve ssp. luxurians (Miq.) Soják,Schoenoplectus tabernaemontani, ,unknown,,
70384,SCCO14,Cyperaceae,Schoenus,coloratus,Schoenus coloratus L.,Rhynchospora colorata, ,unknown,,
70385,SCFA,Cyperaceae,Schoenus,fascicularis,Schoenus fascicularis Michx.,Rhynchospora fascicularis var. fascicularis, ,unknown,,
70387,SCMI10,Cyperaceae,Schoenus,miliaceus,Schoenus miliaceus Lam.,Rhynchospora miliacea, ,unknown,,
70388,SCNI,Cyperaceae,Schoenus,nigricans,Schoenus nigricans L.,,black bogrush,unknown,,
70389,SCRA3,Cyperaceae,Schoenus,rariflorus,Schoenus rariflorus Michx.,Rhynchospora rariflora, ,unknown,,
70390,SCRU3,Cyperaceae,Schoenus,rugosus,Schoenus rugosus Vahl,Rhynchospora rugosa ssp. rugosa, ,unknown,,
70391,SCTE14,Cyperaceae,Schoenus,tendo,Schoenus tendo Banks & Soland. ex Hook. f.,,bogrush,unknown,,
70433,SCGH,Cyperaceae,Scirpodendron,ghaeri,Scirpodendron ghaeri Merrill,,,unknown,,
70434,SCIRP3,Cyperaceae,Scirpodendron,Zipp.,Scirpodendron Zipp. ex Kurz,,,unknown,,
70435,SCHO6,Cyperaceae,Scirpoides,holoschoenus,Scirpoides holoschoenus (L.) Soják,,roundhead bulrush,unknown,,
70437,SCCO2,Cyperaceae,Scirpus,xcontortus,Scirpus xcontortus (Eames) T. Koyama,Schoenoplectus contortus, ,unknown,,
70438,SCKU2,Cyperaceae,Scirpus,xkuekenthalianus,Scirpus xkuekenthalianus Junge 1905,Schoenoplectus carinatus, ,unknown,,
70439,SCOB2,Cyperaceae,Scirpus,xoblongus,Scirpus xoblongus T. Koyama,Schoenoplectus carinatus, ,unknown,,
70440,SCPE2,Cyperaceae,Scirpus,xpeckii,Scirpus xpeckii Britt. (pro sp.),,,unknown,,
70442,SCACO4,Cyperaceae,Scirpus,acutus,Scirpus acutus Muhl. ex Bigelow var. occidentalis (S. Wats.) Beetle,Schoenoplectus acutus var. occidentalis, ,unknown,,
70443,SCAE,Cyperaceae,Scirpus,aestivalis,Scirpus aestivalis Retz.,Fimbristylis aestivalis, ,unknown,,
70444,SCAM7,Cyperaceae,Scirpus,americanus,Scirpus americanus auct. non Pers.,Schoenoplectus pungens var. pungens, ,unknown,,
70446,SCAML,Cyperaceae,Scirpus,americanus,Scirpus americanus Pers. var. longispicatus Britt.,Schoenoplectus pungens var. longispicatus, ,unknown,,
70447,SCAMM,Cyperaceae,Scirpus,americanus,Scirpus americanus Pers. var. monophyllus (J.& K. Presl) T. Koyama,Schoenoplectus pungens var. badius, ,unknown,,
70448,SCAMP,Cyperaceae,Scirpus,americanus,Scirpus americanus Pers. var. polyphyllus (Boeckl.) Beetle,Schoenoplectus pungens var. pungens, ,unknown,,
70449,SCAN5,Cyperaceae,Scirpus,ancistrochaetus,Scirpus ancistrochaetus Schuyler,,barbedbristle bulrush,unknown,,
70450,SCAN8,Cyperaceae,Scirpus,annuus,Scirpus annuus All.,Fimbristylis annua, ,unknown,,
70451,SCAT4,Cyperaceae,Scirpus,atrocinctus,Scirpus atrocinctus Fern.,,blackgirdle bulrush,unknown,,
70452,SCAT5,Cyperaceae,Scirpus,atropurpureus,Scirpus atropurpureus Retz.,Eleocharis atropurpurea, ,unknown,,
70453,SCAT2,Cyperaceae,Scirpus,atrovirens,Scirpus atrovirens Willd.,,green bulrush,unknown,,
70454,SCATF,Cyperaceae,Scirpus,atrovirens,Scirpus atrovirens Willd. var. flaccidifolius Fern.,Scirpus flaccidifolius, ,unknown,,
70455,SCATG,Cyperaceae,Scirpus,atrovirens,Scirpus atrovirens Willd. var. georgianus (Harper) Fern.,Scirpus georgianus, ,unknown,,
70456,SCATP2,Cyperaceae,Scirpus,atrovirens,Scirpus atrovirens Willd. var. pallidus Britt.,Scirpus pallidus, ,unknown,,
70457,SCAU4,Cyperaceae,Scirpus,autumnalis,Scirpus autumnalis L.,Fimbristylis autumnalis, ,unknown,,
70458,SCBA3,Cyperaceae,Scirpus,barbatus,Scirpus barbatus Rottb.,Bulbostylis barbata, ,unknown,,
70459,SCBE,Cyperaceae,Scirpus,bergsonii,Scirpus bergsonii Schuyler,Schoenoplectus saximontanus, ,unknown,,
70460,SCCA27,Cyperaceae,Scirpus,caespitosus,Scirpus caespitosus L.,Trichophorum caespitosum, ,unknown,,
70461,SCCAA,Cyperaceae,Scirpus,caespitosus,Scirpus caespitosus L. var. austriacus (Pallas) Aschers. & Graebn.,Trichophorum caespitosum, ,unknown,,
70462,SCCAC3,Cyperaceae,Scirpus,caespitosus,Scirpus caespitosus L. var. callosus Bigelow,Trichophorum caespitosum, ,unknown,,
70463,SCCAD2,Cyperaceae,Scirpus,caespitosus,Scirpus caespitosus L. var. delicatulus Fern.,Trichophorum caespitosum, ,unknown,,
70465,SCCAT,Cyperaceae,Scirpus,californicus,Scirpus californicus (C.A. Mey.) Steud. var. tereticulmis (Steud.) Beetle,Schoenoplectus californicus, ,unknown,,
70466,SCCA7,Cyperaceae,Scirpus,capillaris,Scirpus capillaris L.,Bulbostylis capillaris ssp. capillaris, ,unknown,,
70467,SCCA8,Cyperaceae,Scirpus,caribaea,Scirpus caribaea Rottb.,Eleocharis geniculata, ,unknown,,
70468,SCCA10,Cyperaceae,Scirpus,carinatus,"Scirpus carinatus (Hook. & Arn. ex Torr.) Gray, non Sm.",Isolepis carinata, ,unknown,,
70469,SCCA9,Cyperaceae,Scirpus,carolinianus,Scirpus carolinianus Lam.,Fimbristylis caroliniana, ,unknown,,
70470,SCCA12,Cyperaceae,Scirpus,castaneus,Scirpus castaneus Michx.,Fimbristylis castanea, ,unknown,,
70471,SCCE6,Cyperaceae,Scirpus,cernuus,Scirpus cernuus Vahl p.p.,Isolepis cernua, ,unknown,,
70472,SCCEC2,Cyperaceae,Scirpus,cernuus,Scirpus cernuus Vahl ssp. californicus (Torr.) Thorne,Isolepis cernua, ,unknown,,
70473,SCCEC4,Cyperaceae,Scirpus,cernuus,Scirpus cernuus Vahl var. californicus (Torr.) Beetle,Isolepis cernua, ,unknown,,
70475,SCCEA,Cyperaceae,Scirpus,cespitosus,Scirpus cespitosus L. var. austriacus (Pallas) Aschers. & Graebn. [orthographic variant],Trichophorum caespitosum, ,unknown,,
70476,SCCEC3,Cyperaceae,Scirpus,cespitosus,Scirpus cespitosus L. var. callosus Bigelow [orthographic variant],Trichophorum caespitosum, ,unknown,,
70477,SCCED,Cyperaceae,Scirpus,cespitosus,Scirpus cespitosus L. var. delicatulus Fern. [orthographic variant],Trichophorum caespitosum, ,unknown,,
70478,SCCH5,Cyperaceae,Scirpus,chilensis,Scirpus chilensis Nees & Meyen ex Kunth,Schoenoplectus americanus, ,unknown,,
70479,SCCI3,Cyperaceae,Scirpus,ciliatifolius,Scirpus ciliatifolius Ell.,Bulbostylis ciliatifolia var. ciliatifolia, ,unknown,,
70480,SCCL,Cyperaceae,Scirpus,clementis,Scirpus clementis M.E. Jones,Trichophorum clementis, ,unknown,,
70481,SCCL2,Cyperaceae,Scirpus,clintonii,Scirpus clintonii Gray,Trichophorum clintonii, ,unknown,,
70482,SCCO11,Cyperaceae,Scirpus,coarctatus,Scirpus coarctatus Ell.,Bulbostylis ciliatifolia var. coarctata, ,unknown,,
70483,SCCO13,Cyperaceae,Scirpus,complanatus,Scirpus complanatus Retz.,Fimbristylis complanata, ,unknown,,
70484,SCCO15,Cyperaceae,Scirpus,confervoides,Scirpus confervoides Poir.,Websteria confervoides, ,unknown,,
70485,SCCO,Cyperaceae,Scirpus,congdonii,Scirpus congdonii Britt.,,Congdon's bulrush,unknown,,
70486,SCCO17,Cyperaceae,Scirpus,conglomeratus,Scirpus conglomeratus Kunth,Schoenoplectus americanus, ,unknown,,
70487,SCCO12,Cyperaceae,Scirpus,corymbosus,Scirpus corymbosus L.,Rhynchospora corymbosa, ,unknown,,
70488,SCCR6,Cyperaceae,Scirpus,criniger,Scirpus criniger Gray,Eriophorum crinigerum, ,unknown,,
70489,SCCU,Cyperaceae,Scirpus,cubensis,Scirpus cubensis Poepp. & Kunth,Oxycaryum cubense, ,unknown,,
70490,SCCY2,Cyperaceae,Scirpus,cylindricus,Scirpus cylindricus (Torr.) Britt.,Schoenoplectus novae-angliae, ,unknown,,
70492,SCCYB,Cyperaceae,Scirpus,cyperinus,Scirpus cyperinus (L.) Kunth var. brachypodus (Fern.) Gilly,Scirpus atrocinctus, ,unknown,,
70493,SCCYC,Cyperaceae,Scirpus,cyperinus,Scirpus cyperinus (L.) Kunth var. condensatus Fern.,Scirpus cyperinus, ,unknown,,
70494,SCCYE8,Cyperaceae,Scirpus,cyperinus,Scirpus cyperinus (L.) Kunth var. eriophorum (Michx.) Kunth,Scirpus cyperinus, ,unknown,,
70495,SCCYL,Cyperaceae,Scirpus,cyperinus,Scirpus cyperinus (L.) Kunth var. laxus (Gray) Beetle,Scirpus cyperinus, ,unknown,,
70496,SCCYP2,Cyperaceae,Scirpus,cyperinus,Scirpus cyperinus (L.) Kunth var. pedicellatus (Fern.) Schuyler,Scirpus pedicellatus, ,unknown,,
70497,SCCYP,Cyperaceae,Scirpus,cyperinus,Scirpus cyperinus (L.) Kunth var. pelius Fern.,Scirpus cyperinus, ,unknown,,
70498,SCCYR,Cyperaceae,Scirpus,cyperinus,Scirpus cyperinus (L.) Kunth var. rubricosus (Fern.) Gilly,Scirpus cyperinus, ,unknown,,
70499,SCDE4,Cyperaceae,Scirpus,debilis,"Scirpus debilis Pursh, non Lam.",Schoenoplectus purshianus, ,unknown,,
70500,SCDE2,Cyperaceae,Scirpus,deltarum,Scirpus deltarum Schuyler,Schoenoplectus deltarum, ,unknown,,
70501,SCDI6,Cyperaceae,Scirpus,dichotomus,Scirpus dichotomus L.,Fimbristylis dichotoma, ,unknown,,
70502,SCDI,Cyperaceae,Scirpus,diffusus,Scirpus diffusus Schuyler,,umbrella bulrush,unknown,,
70503,SCDI2,Cyperaceae,Scirpus,divaricatus,Scirpus divaricatus Ell.,,spreading bulrush,unknown,,
70504,SCEQ,Cyperaceae,Scirpus,equisetoides,Scirpus equisetoides Ell.,Eleocharis equisetoides, ,unknown,,
70505,SCER,Cyperaceae,Scirpus,erectus,Scirpus erectus Poir.,Schoenoplectus erectus ssp. raynalii, ,unknown,,
70506,SCER3,Cyperaceae,Scirpus,eriophorum,Scirpus eriophorum Michx.,Scirpus cyperinus, ,unknown,,
70507,SCER4,Cyperaceae,Scirpus,erismaniae,Scirpus erismaniae Schuyler,Schoenoplectus erectus ssp. raynalii, ,unknown,,
70508,SCET3,Cyperaceae,Scirpus,etuberculatus,Scirpus etuberculatus (Steud.) Kunze,Schoenoplectus etuberculatus, ,unknown,,
70509,SCEX,Cyperaceae,Scirpus,expansus,Scirpus expansus Fern.,,woodland bulrush,unknown,,
70510,SCFE4,Cyperaceae,Scirpus,fernaldii,Scirpus fernaldii Bickn.,Schoenoplectus maritimus, ,unknown,,
70511,SCFE3,Cyperaceae,Scirpus,ferrugineus,Scirpus ferrugineus L.,Fimbristylis ferruginea, ,unknown,,
70512,SCFI,Cyperaceae,Scirpus,fistulosus,"Scirpus fistulosus Poir., non Forsk.",Eleocharis acutangula, ,unknown,,
70513,SCFL2,Cyperaceae,Scirpus,flaccidifolius,Scirpus flaccidifolius (Fern.) Schuyler,,reclining bulrush,unknown,,
70514,SCFL6,Cyperaceae,Scirpus,flavescens,Scirpus flavescens Poir.,Eleocharis flavescens var. flavescens, ,unknown,,
70516,SCFO,Cyperaceae,Scirpus,fontinalis,Scirpus fontinalis Harper,Scirpus lineatus, ,unknown,,
70517,SCFU2,Cyperaceae,Scirpus,fuirenus,Scirpus fuirenus T. Koyama,Fuirena umbellata, ,unknown,,
70518,SCGE2,Cyperaceae,Scirpus,georgianus,Scirpus georgianus Harper,,Georgia bulrush,unknown,,
70519,SCGL12,Cyperaceae,Scirpus,glaucus,Scirpus glaucus Lam.,Schoenoplectus glaucus, ,unknown,,
70520,SCGL8,Cyperaceae,Scirpus,glaucus,Scirpus glaucus Torr.,Eleocharis erythropoda, ,unknown,,
70521,SCHA,Cyperaceae,Scirpus,hallii,Scirpus hallii Gray,Schoenoplectus hallii, ,unknown,,
